punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
8788,"['Front Beard', 'Bandana', 'Mole']",male,male 'front beard' 'bandana' 'mole',"[[4973, 0.951], [2564, 0.8623], [9065, 0.8431], [3771, 0.8069], [5220, 0.8069], [511, 0.7718], [6878, 0.7718], [7842, 0.7718], [1143, 0.7646], [1767, 0.7646]]","[[4973, 0.951], [2564, 0.8623], [9065, 0.8431], [3771, 0.8069], [5220, 0.8069], [511, 0.7718], [6878, 0.7718], [7842, 0.7718], [1143, 0.7646], [1767, 0.7646]]"
8789,"['Messy Hair', 'Silver Chain', 'Normal Beard']",male,male 'messy hair' 'silver chain' 'normal beard',"[[5792, 0.8741], [5814, 0.8399], [1015, 0.8362], [7340, 0.8279], [3225, 0.7394], [6320, 0.7025], [3286, 0.701], [3449, 0.701], [7800, 0.6903], [6307, 0.6897]]","[[5792, 0.8741], [5814, 0.8399], [1015, 0.8362], [7340, 0.8279], [3225, 0.7394], [6320, 0.7025], [3286, 0.701], [3449, 0.701], [7800, 0.6903], [6307, 0.6897]]"
8790,"['Pipe', 'Black Lipstick', 'Horned Rim Glasses', 'Wild Hair']",female,female 'pipe' 'black lipstick' 'horned rim glasses' 'wild hair',"[[7896, 0.8377], [4149, 0.7837], [5030, 0.7837], [3540, 0.7696], [3119, 0.7692], [6810, 0.7687], [5769, 0.7568], [6668, 0.7568], [2799, 0.749], [2221, 0.7441]]","[[7896, 0.8377], [4149, 0.7837], [5030, 0.7837], [3540, 0.7696], [3119, 0.7692], [6810, 0.7687], [5769, 0.7568], [6668, 0.7568], [2799, 0.749], [2221, 0.7441]]"
8791,"['Small Shades', 'Big Beard', 'Cowboy Hat']",male,male 'small shades' 'big beard' 'cowboy hat',"[[2270, 0.8814], [9679, 0.8814], [8520, 0.8717], [9803, 0.852], [9829, 0.852], [6342, 0.8474], [8188, 0.8445], [5242, 0.8424], [5598, 0.8414], [6204, 0.8414]]","[[2270, 0.8814], [9679, 0.8814], [8520, 0.8717], [9803, 0.852], [9829, 0.852], [6342, 0.8474], [8188, 0.8445], [5242, 0.8424], [5598, 0.8414], [6204, 0.8414]]"
8792,"['Purple Eye Shadow', 'Hot Lipstick', 'Stringy Hair', 'Earring']",female,female 'purple eye shadow' 'hot lipstick' 'stringy hair' 'earring',"[[8173, 1.0], [628, 0.8681], [1670, 0.8614], [8814, 0.8614], [275, 0.827], [2937, 0.827], [844, 0.8178], [2822, 0.8178], [7108, 0.8178], [6206, 0.8135]]","[[8173, 1.0], [628, 0.8681], [1670, 0.8614], [8814, 0.8614], [275, 0.827], [2937, 0.827], [844, 0.8178], [2822, 0.8178], [7108, 0.8178], [6206, 0.8135]]"
8793,"['Red Mohawk', 'Classic Shades']",female,female 'red mohawk' 'classic shades',"[[7059, 1.0], [8168, 1.0], [5067, 0.9568], [8235, 0.9568], [36, 0.796], [114, 0.796], [277, 0.796], [1681, 0.796], [2839, 0.7515], [2284, 0.7474]]","[[7059, 1.0], [8168, 1.0], [5067, 0.9568], [8235, 0.9568], [36, 0.796], [114, 0.796], [277, 0.796], [1681, 0.796], [2839, 0.7515], [2284, 0.7474]]"
8794,"['Cigarette', 'Purple Hair', 'Horned Rim Glasses']",male,male 'cigarette' 'purple hair' 'horned rim glasses',"[[4820, 0.9601], [2443, 0.9143], [3679, 0.9143], [5288, 0.9143], [7275, 0.9143], [1973, 0.8834], [6083, 0.8286], [9856, 0.819], [8073, 0.813], [2331, 0.8087]]","[[4820, 0.9601], [2443, 0.9143], [3679, 0.9143], [5288, 0.9143], [7275, 0.9143], [1973, 0.8834], [6083, 0.8286], [9856, 0.819], [8073, 0.813], [2331, 0.8087]]"
8795,"['Black Lipstick', 'Blonde Short']",female,female 'black lipstick' 'blonde short',"[[440, 1.0], [3548, 1.0], [2143, 0.9588], [5848, 0.9588], [7292, 0.9588], [6520, 0.9081], [6950, 0.9081], [7777, 0.9081], [8193, 0.8727], [4710, 0.8633]]","[[440, 1.0], [3548, 1.0], [2143, 0.9588], [5848, 0.9588], [7292, 0.9588], [6520, 0.9081], [6950, 0.9081], [7777, 0.9081], [8193, 0.8727], [4710, 0.8633]]"
8796,"['Muttonchops', 'Crazy Hair', 'VR']",male,male 'muttonchops' 'crazy hair' 'vr',"[[297, 0.8339], [5582, 0.8339], [972, 0.8262], [7451, 0.8262], [7729, 0.7843], [1479, 0.7694], [4857, 0.7694], [3398, 0.7389], [4223, 0.7282], [3838, 0.68]]","[[297, 0.8339], [5582, 0.8339], [972, 0.8262], [7451, 0.8262], [7729, 0.7843], [1479, 0.7694], [4857, 0.7694], [3398, 0.7389], [4223, 0.7282], [3838, 0.68]]"
8797,"['Black Lipstick', 'Half Shaved', 'Clown Eyes Blue', 'Cigarette']",female,female 'black lipstick' 'half shaved' 'clown eyes blue' 'cigarette',"[[1076, 0.8609], [5376, 0.8609], [7941, 0.8609], [5398, 0.8361], [9037, 0.8337], [9078, 0.833], [3940, 0.8276], [3954, 0.8276], [9927, 0.8276], [5154, 0.8244]]","[[1076, 0.8609], [5376, 0.8609], [7941, 0.8609], [5398, 0.8361], [9037, 0.8337], [9078, 0.833], [3940, 0.8276], [3954, 0.8276], [9927, 0.8276], [5154, 0.8244]]"
8798,"['Messy Hair', 'Front Beard Dark', 'Vape']",male,male 'messy hair' 'front beard dark' 'vape',"[[1057, 0.8525], [3404, 0.8525], [5687, 0.8525], [8984, 0.8118], [7091, 0.781], [1191, 0.7643], [4495, 0.7643], [7349, 0.7643], [804, 0.7567], [6919, 0.7567]]","[[1057, 0.8525], [3404, 0.8525], [5687, 0.8525], [8984, 0.8118], [7091, 0.781], [1191, 0.7643], [4495, 0.7643], [7349, 0.7643], [804, 0.7567], [6919, 0.7567]]"
8799,"['Hoodie', 'Goat']",male,male 'hoodie' 'goat',"[[2550, 1.0], [3049, 1.0], [4608, 1.0], [4207, 0.8718], [4551, 0.8341], [7417, 0.8341], [8404, 0.8226], [9612, 0.8203], [5926, 0.8144], [8003, 0.8144]]","[[2550, 1.0], [3049, 1.0], [4608, 1.0], [4207, 0.8718], [4551, 0.8341], [7417, 0.8341], [8404, 0.8226], [9612, 0.8203], [5926, 0.8144], [8003, 0.8144]]"
8800,"['Red Mohawk', 'Purple Eye Shadow', 'Earring']",female,female 'red mohawk' 'purple eye shadow' 'earring',"[[7419, 1.0], [724, 0.9598], [992, 0.9598], [6067, 0.9598], [8665, 0.9598], [5307, 0.9259], [3995, 0.8854], [3183, 0.8849], [4243, 0.8442], [2658, 0.8415]]","[[7419, 1.0], [724, 0.9598], [992, 0.9598], [6067, 0.9598], [8665, 0.9598], [5307, 0.9259], [3995, 0.8854], [3183, 0.8849], [4243, 0.8442], [2658, 0.8415]]"
8801,"['Top Hat', 'Smile']",male,male 'top hat' 'smile',"[[3292, 1.0], [3197, 0.8698], [851, 0.8244], [1099, 0.8244], [2479, 0.8244], [4012, 0.8244], [638, 0.7968], [550, 0.7784], [3160, 0.7784], [3546, 0.7784]]","[[3292, 1.0], [3197, 0.8698], [851, 0.8244], [1099, 0.8244], [2479, 0.8244], [4012, 0.8244], [638, 0.7968], [550, 0.7784], [3160, 0.7784], [3546, 0.7784]]"
8802,"['Mole', 'Clown Eyes Green', 'Earring', 'Blonde Bob']",female,female 'mole' 'clown eyes green' 'earring' 'blonde bob',"[[1261, 0.8971], [755, 0.8796], [8387, 0.8471], [5212, 0.8138], [7703, 0.8138], [2229, 0.8026], [8636, 0.8026], [1414, 0.789], [3494, 0.789], [4349, 0.7698]]","[[1261, 0.8971], [755, 0.8796], [8387, 0.8471], [5212, 0.8138], [7703, 0.8138], [2229, 0.8026], [8636, 0.8026], [1414, 0.789], [3494, 0.789], [4349, 0.7698]]"
8803,"['Frown', 'Chinstrap', 'Cowboy Hat']",male,male 'frown' 'chinstrap' 'cowboy hat',"[[9688, 0.8731], [3083, 0.8685], [5425, 0.8685], [1303, 0.7596], [3808, 0.7559], [2581, 0.7502], [397, 0.7187], [943, 0.7187], [1221, 0.7187], [3256, 0.7187]]","[[9688, 0.8731], [3083, 0.8685], [5425, 0.8685], [1303, 0.7596], [3808, 0.7559], [2581, 0.7502], [397, 0.7187], [943, 0.7187], [1221, 0.7187], [3256, 0.7187]]"
8804,"['Vape', 'Big Shades', 'Wild White Hair']",female,female 'vape' 'big shades' 'wild white hair',"[[8030, 0.8456], [9224, 0.8456], [2723, 0.8419], [418, 0.7829], [2831, 0.779], [2623, 0.7584], [9559, 0.7548], [5053, 0.7513], [25, 0.7355], [227, 0.7355]]","[[8030, 0.8456], [9224, 0.8456], [2723, 0.8419], [418, 0.7829], [2831, 0.779], [2623, 0.7584], [9559, 0.7548], [5053, 0.7513], [25, 0.7355], [227, 0.7355]]"
8805,"['Gold Chain', 'Pilot Helmet', 'Purple Lipstick']",female,female 'gold chain' 'pilot helmet' 'purple lipstick',"[[1433, 0.937], [5645, 0.937], [22, 0.8274], [1609, 0.8274], [2169, 0.8274], [2717, 0.8274], [4612, 0.8041], [9417, 0.8041], [2889, 0.784], [6856, 0.784]]","[[1433, 0.937], [5645, 0.937], [22, 0.8274], [1609, 0.8274], [2169, 0.8274], [2717, 0.8274], [4612, 0.8041], [9417, 0.8041], [2889, 0.784], [6856, 0.784]]"
8806,"['Shadow Beard', 'Knitted Cap', 'Small Shades']",male,male 'shadow beard' 'knitted cap' 'small shades',"[[2256, 0.8807], [3323, 0.8807], [5753, 0.8807], [9405, 0.8434], [9788, 0.8434], [1160, 0.8375], [1517, 0.8375], [4025, 0.837], [6567, 0.837], [439, 0.8005]]","[[2256, 0.8807], [3323, 0.8807], [5753, 0.8807], [9405, 0.8434], [9788, 0.8434], [1160, 0.8375], [1517, 0.8375], [4025, 0.837], [6567, 0.837], [439, 0.8005]]"
8807,"['Cap', 'Purple Lipstick', 'Clown Eyes Blue']",female,female 'cap' 'purple lipstick' 'clown eyes blue',"[[3911, 0.8922], [5826, 0.8922], [5481, 0.8653], [37, 0.8612], [1415, 0.8375], [4423, 0.8264], [3113, 0.8246], [6776, 0.8246], [9662, 0.8194], [6640, 0.8157]]","[[3911, 0.8922], [5826, 0.8922], [5481, 0.8653], [37, 0.8612], [1415, 0.8375], [4423, 0.8264], [3113, 0.8246], [6776, 0.8246], [9662, 0.8194], [6640, 0.8157]]"
8808,"['Bandana', 'Normal Beard Black', 'VR']",male,male 'bandana' 'normal beard black' 'vr',"[[360, 0.8524], [5989, 0.8524], [7192, 0.8524], [9847, 0.8524], [7820, 0.8162], [7871, 0.8096], [9624, 0.8083], [1044, 0.7793], [1660, 0.7506], [7040, 0.7506]]","[[360, 0.8524], [5989, 0.8524], [7192, 0.8524], [9847, 0.8524], [7820, 0.8162], [7871, 0.8096], [9624, 0.8083], [1044, 0.7793], [1660, 0.7506], [7040, 0.7506]]"
8809,"['Stringy Hair', 'Rosy Cheeks']",female,female 'stringy hair' 'rosy cheeks',"[[7087, 1.0], [5863, 0.8952], [9145, 0.8634], [5327, 0.8458], [2589, 0.8262], [5120, 0.8262], [8263, 0.8253], [9050, 0.8153], [4923, 0.8101], [597, 0.7976]]","[[7087, 1.0], [5863, 0.8952], [9145, 0.8634], [5327, 0.8458], [2589, 0.8262], [5120, 0.8262], [8263, 0.8253], [9050, 0.8153], [4923, 0.8101], [597, 0.7976]]"
8810,"['Mohawk Thin', 'Classic Shades', 'Purple Lipstick']",female,female 'mohawk thin' 'classic shades' 'purple lipstick',"[[7965, 0.87], [675, 0.8652], [4416, 0.8652], [4947, 0.8652], [189, 0.8198], [1090, 0.8198], [3304, 0.8198], [1036, 0.8141], [1539, 0.8141], [4951, 0.8141]]","[[7965, 0.87], [675, 0.8652], [4416, 0.8652], [4947, 0.8652], [189, 0.8198], [1090, 0.8198], [3304, 0.8198], [1036, 0.8141], [1539, 0.8141], [4951, 0.8141]]"
8811,"['Vampire Hair', 'Buck Teeth', 'Handlebars']",male,male 'vampire hair' 'buck teeth' 'handlebars',"[[6876, 0.9089], [5344, 0.7265], [9643, 0.7136], [453, 0.709], [7018, 0.7048], [6410, 0.7043], [272, 0.7041], [9654, 0.7007], [6413, 0.6832], [4786, 0.6815]]","[[6876, 0.9089], [5344, 0.7265], [9643, 0.7136], [453, 0.709], [7018, 0.7048], [6410, 0.7043], [272, 0.7041], [9654, 0.7007], [6413, 0.6832], [4786, 0.6815]]"
8812,"['Frown', 'Earring', 'Shaved Head']",male,male 'frown' 'earring' 'shaved head',"[[6354, 1.0], [295, 0.9558], [1171, 0.9558], [7130, 0.9558], [8634, 0.8304], [6953, 0.8284], [809, 0.8228], [1045, 0.8228], [1551, 0.8228], [1699, 0.8228]]","[[6354, 1.0], [295, 0.9558], [1171, 0.9558], [7130, 0.9558], [8634, 0.8304], [6953, 0.8284], [809, 0.8228], [1045, 0.8228], [1551, 0.8228], [1699, 0.8228]]"
8813,"['Cap', 'Horned Rim Glasses', 'Hot Lipstick']",female,female 'cap' 'horned rim glasses' 'hot lipstick',"[[3486, 1.0], [2431, 0.8991], [3786, 0.8755], [4184, 0.8755], [790, 0.8504], [2065, 0.8372], [19, 0.8323], [8937, 0.8076], [9840, 0.8076], [1657, 0.801]]","[[3486, 1.0], [2431, 0.8991], [3786, 0.8755], [4184, 0.8755], [790, 0.8504], [2065, 0.8372], [19, 0.8323], [8937, 0.8076], [9840, 0.8076], [1657, 0.801]]"
8814,"['Purple Eye Shadow', 'Stringy Hair', 'Earring']",female,female 'purple eye shadow' 'stringy hair' 'earring',"[[1670, 1.0], [844, 0.9493], [2822, 0.9493], [7108, 0.9493], [628, 0.9163], [2659, 0.8982], [275, 0.8658], [2937, 0.8658], [9307, 0.8623], [8173, 0.8614]]","[[1670, 1.0], [844, 0.9493], [2822, 0.9493], [7108, 0.9493], [628, 0.9163], [2659, 0.8982], [275, 0.8658], [2937, 0.8658], [9307, 0.8623], [8173, 0.8614]]"
8815,"['Stringy Hair', 'Mole']",male,male 'stringy hair' 'mole',"[[926, 1.0], [8144, 1.0], [8396, 1.0], [171, 0.9303], [1416, 0.9303], [4406, 0.9198], [4546, 0.8581], [4359, 0.8106], [7208, 0.8043], [7003, 0.8016]]","[[926, 1.0], [8144, 1.0], [8396, 1.0], [171, 0.9303], [1416, 0.9303], [4406, 0.9198], [4546, 0.8581], [4359, 0.8106], [7208, 0.8043], [7003, 0.8016]]"
8816,"['Wild Hair', 'Earring', 'Normal Beard']",male,male 'wild hair' 'earring' 'normal beard',"[[3306, 1.0], [1263, 0.9364], [2790, 0.9364], [2853, 0.9364], [2247, 0.8955], [2499, 0.8955], [4858, 0.8955], [5791, 0.8955], [4655, 0.8384], [3018, 0.8303]]","[[3306, 1.0], [1263, 0.9364], [2790, 0.9364], [2853, 0.9364], [2247, 0.8955], [2499, 0.8955], [4858, 0.8955], [5791, 0.8955], [4655, 0.8384], [3018, 0.8303]]"
8817,"['Earring', 'Normal Beard', 'Mohawk Dark']",male,male 'earring' 'normal beard' 'mohawk dark',"[[4017, 1.0], [4758, 1.0], [79, 0.9393], [515, 0.9393], [2809, 0.9393], [9498, 0.8995], [5368, 0.8803], [6959, 0.8803], [7321, 0.8803], [5133, 0.8391]]","[[4017, 1.0], [4758, 1.0], [79, 0.9393], [515, 0.9393], [2809, 0.9393], [9498, 0.8995], [5368, 0.8803], [6959, 0.8803], [7321, 0.8803], [5133, 0.8391]]"
8818,"['Mohawk', 'Medical Mask', 'Earring']",female,female 'mohawk' 'medical mask' 'earring',"[[1654, 0.9507], [7590, 0.9507], [1407, 0.8967], [2773, 0.8967], [1963, 0.8726], [9148, 0.8667], [7891, 0.8502], [7475, 0.8298], [6173, 0.8154], [6455, 0.8154]]","[[1654, 0.9507], [7590, 0.9507], [1407, 0.8967], [2773, 0.8967], [1963, 0.8726], [9148, 0.8667], [7891, 0.8502], [7475, 0.8298], [6173, 0.8154], [6455, 0.8154]]"
8819,"['Medical Mask', 'Do-rag']",male,male 'medical mask' 'do rag',"[[4003, 0.9183], [5498, 0.8976], [1543, 0.7843], [2269, 0.7843], [6743, 0.7843], [7668, 0.7843], [4728, 0.7528], [9548, 0.7265], [436, 0.7219], [6, 0.711]]","[[4003, 0.9183], [5498, 0.8976], [1543, 0.7843], [2269, 0.7843], [6743, 0.7843], [7668, 0.7843], [4728, 0.7528], [9548, 0.7265], [436, 0.7219], [6, 0.711]]"
8820,"['Eye Mask', 'Mohawk Thin']",male,male 'eye mask' 'mohawk thin',"[[4329, 1.0], [9911, 1.0], [6452, 0.9491], [7347, 0.9491], [3939, 0.9429], [5428, 0.8885], [8156, 0.846], [6362, 0.8428], [3161, 0.8225], [7358, 0.8225]]","[[4329, 1.0], [9911, 1.0], [6452, 0.9491], [7347, 0.9491], [3939, 0.9429], [5428, 0.8885], [8156, 0.846], [6362, 0.8428], [3161, 0.8225], [7358, 0.8225]]"
8821,"['Wild Hair', 'Earring', 'Big Beard']",male,male 'wild hair' 'earring' 'big beard',"[[5800, 1.0], [334, 0.9347], [9510, 0.9347], [7599, 0.8519], [8459, 0.8519], [2737, 0.7892], [4407, 0.7892], [4599, 0.7892], [9766, 0.7892], [1132, 0.7763]]","[[5800, 1.0], [334, 0.9347], [9510, 0.9347], [7599, 0.8519], [8459, 0.8519], [2737, 0.7892], [4407, 0.7892], [4599, 0.7892], [9766, 0.7892], [1132, 0.7763]]"
8822,"['Tassle Hat', 'Hot Lipstick', '3D Glasses']",female,female 'tassle hat' 'hot lipstick' '3d glasses',"[[948, 0.8859], [7311, 0.8707], [482, 0.8289], [3590, 0.8289], [3867, 0.8289], [9194, 0.8289], [7937, 0.8058], [3975, 0.7943], [5619, 0.7943], [9253, 0.7943]]","[[948, 0.8859], [7311, 0.8707], [482, 0.8289], [3590, 0.8289], [3867, 0.8289], [9194, 0.8289], [7937, 0.8058], [3975, 0.7943], [5619, 0.7943], [9253, 0.7943]]"
8823,"['Stringy Hair', 'Normal Beard Black', 'Small Shades']",male,male 'stringy hair' 'normal beard black' 'small shades',"[[1966, 0.8306], [2173, 0.8306], [7329, 0.8306], [6937, 0.8269], [7386, 0.8137], [1822, 0.801], [8603, 0.7985], [557, 0.7917], [2818, 0.7909], [5494, 0.7909]]","[[1966, 0.8306], [2173, 0.8306], [7329, 0.8306], [6937, 0.8269], [7386, 0.8137], [1822, 0.801], [8603, 0.7985], [557, 0.7917], [2818, 0.7909], [5494, 0.7909]]"
8824,"['Frumpy Hair', 'Nerd Glasses', 'Normal Beard']",male,male 'frumpy hair' 'nerd glasses' 'normal beard',"[[1879, 0.9604], [8578, 0.8309], [9754, 0.8309], [1003, 0.8296], [1981, 0.8296], [2352, 0.8296], [2944, 0.8191], [3000, 0.8089], [6220, 0.8089], [8464, 0.8089]]","[[1879, 0.9604], [8578, 0.8309], [9754, 0.8309], [1003, 0.8296], [1981, 0.8296], [2352, 0.8296], [2944, 0.8191], [3000, 0.8089], [6220, 0.8089], [8464, 0.8089]]"
8825,"['Luxurious Beard', 'Mohawk Thin', 'Earring', 'Nerd Glasses']",male,male 'luxurious beard' 'mohawk thin' 'earring' 'nerd glasses',"[[8324, 0.9653], [4891, 0.8551], [9340, 0.8483], [2073, 0.8228], [9477, 0.8228], [9552, 0.8228], [1542, 0.8071], [4395, 0.8071], [5417, 0.8071], [1532, 0.7802]]","[[8324, 0.9653], [4891, 0.8551], [9340, 0.8483], [2073, 0.8228], [9477, 0.8228], [9552, 0.8228], [1542, 0.8071], [4395, 0.8071], [5417, 0.8071], [1532, 0.7802]]"
8826,"['Mohawk Thin', 'Chinstrap']",male,male 'mohawk thin' 'chinstrap',"[[4454, 1.0], [9154, 1.0], [5451, 0.9455], [8156, 0.8145], [8215, 0.8115], [6660, 0.8096], [655, 0.8069], [5396, 0.7603], [105, 0.7559], [132, 0.7559]]","[[4454, 1.0], [9154, 1.0], [5451, 0.9455], [8156, 0.8145], [8215, 0.8115], [6660, 0.8096], [655, 0.8069], [5396, 0.7603], [105, 0.7559], [132, 0.7559]]"
8827,"['Clown Nose', 'Wild Hair', 'Earring']",male,male 'clown nose' 'wild hair' 'earring',"[[7287, 0.95], [9773, 0.95], [4782, 0.8967], [5411, 0.8071], [7773, 0.797], [6091, 0.7802], [2336, 0.7748], [9077, 0.7657], [4748, 0.7341], [6589, 0.7301]]","[[7287, 0.95], [9773, 0.95], [4782, 0.8967], [5411, 0.8071], [7773, 0.797], [6091, 0.7802], [2336, 0.7748], [9077, 0.7657], [4748, 0.7341], [6589, 0.7301]]"
8828,"['Clown Eyes Blue', 'Hoodie', 'Normal Beard']",male,male 'clown eyes blue' 'hoodie' 'normal beard',"[[8084, 0.8585], [9393, 0.8219], [3672, 0.8197], [810, 0.8169], [1653, 0.8095], [6241, 0.7754], [1422, 0.7471], [1177, 0.7422], [7641, 0.7422], [9513, 0.7422]]","[[8084, 0.8585], [9393, 0.8219], [3672, 0.8197], [810, 0.8169], [1653, 0.8095], [6241, 0.7754], [1422, 0.7471], [1177, 0.7422], [7641, 0.7422], [9513, 0.7422]]"
8829,"['Mole', 'Red Mohawk']",female,female 'mole' 'red mohawk',"[[4340, 1.0], [7768, 1.0], [5137, 0.8679], [5731, 0.8624], [5847, 0.8624], [36, 0.8595], [114, 0.8595], [277, 0.8595], [1681, 0.8595], [7555, 0.8515]]","[[4340, 1.0], [7768, 1.0], [5137, 0.8679], [5731, 0.8624], [5847, 0.8624], [36, 0.8595], [114, 0.8595], [277, 0.8595], [1681, 0.8595], [7555, 0.8515]]"
8830,"['Messy Hair', 'Frown', 'Classic Shades', 'Goat']",male,male 'messy hair' 'frown' 'classic shades' 'goat',"[[5146, 0.869], [9142, 0.8336], [3758, 0.767], [1061, 0.7233], [5820, 0.7233], [7000, 0.7233], [7759, 0.7195], [3169, 0.7128], [6652, 0.7128], [1511, 0.7038]]","[[5146, 0.869], [9142, 0.8336], [3758, 0.767], [1061, 0.7233], [5820, 0.7233], [7000, 0.7233], [7759, 0.7195], [3169, 0.7128], [6652, 0.7128], [1511, 0.7038]]"
8831,"['Mustache', 'Headband', 'Pipe']",male,male 'mustache' 'headband' 'pipe',"[[2083, 0.8198], [4867, 0.8198], [8941, 0.8198], [1178, 0.8111], [6536, 0.7671], [7150, 0.7579], [7455, 0.7502], [8005, 0.6891], [7361, 0.6874], [1541, 0.6845]]","[[2083, 0.8198], [4867, 0.8198], [8941, 0.8198], [1178, 0.8111], [6536, 0.7671], [7150, 0.7579], [7455, 0.7502], [8005, 0.6891], [7361, 0.6874], [1541, 0.6845]]"
8832,"['Messy Hair', 'Big Shades', 'Muttonchops']",male,male 'messy hair' 'big shades' 'muttonchops',"[[506, 0.8273], [1686, 0.8273], [7389, 0.8273], [8833, 0.8273], [263, 0.8234], [919, 0.8234], [1581, 0.8234], [4299, 0.8234], [84, 0.7776], [8613, 0.7776]]","[[506, 0.8273], [1686, 0.8273], [7389, 0.8273], [8833, 0.8273], [263, 0.8234], [919, 0.8234], [1581, 0.8234], [4299, 0.8234], [84, 0.7776], [8613, 0.7776]]"
8833,"['Messy Hair', 'Big Shades']",male,male 'messy hair' 'big shades',"[[506, 1.0], [1686, 1.0], [7389, 1.0], [84, 0.94], [8613, 0.94], [5507, 0.9318], [6991, 0.9318], [9523, 0.9318], [4054, 0.9081], [9387, 0.9081]]","[[506, 1.0], [1686, 1.0], [7389, 1.0], [84, 0.94], [8613, 0.94], [5507, 0.9318], [6991, 0.9318], [9523, 0.9318], [4054, 0.9081], [9387, 0.9081]]"
8834,"['Police Cap', 'Shadow Beard', 'Earring']",male,male 'police cap' 'shadow beard' 'earring',"[[2420, 1.0], [6493, 1.0], [343, 0.9483], [1501, 0.9483], [2519, 0.9483], [7546, 0.8597], [1279, 0.8516], [1409, 0.8516], [2851, 0.8516], [3854, 0.8516]]","[[2420, 1.0], [6493, 1.0], [343, 0.9483], [1501, 0.9483], [2519, 0.9483], [7546, 0.8597], [1279, 0.8516], [1409, 0.8516], [2851, 0.8516], [3854, 0.8516]]"
8835,"['Cap', 'Green Eye Shadow']",female,female 'cap' 'green eye shadow',"[[7327, 1.0], [4961, 0.9393], [7924, 0.8915], [4080, 0.8821], [7736, 0.8821], [6688, 0.8445], [9967, 0.8445], [8076, 0.8282], [7041, 0.8248], [3637, 0.8149]]","[[7327, 1.0], [4961, 0.9393], [7924, 0.8915], [4080, 0.8821], [7736, 0.8821], [6688, 0.8445], [9967, 0.8445], [8076, 0.8282], [7041, 0.8248], [3637, 0.8149]]"
8836,"['Purple Eye Shadow', 'Straight Hair', 'Hot Lipstick']",female,female 'purple eye shadow' 'straight hair' 'hot lipstick',"[[773, 1.0], [8704, 1.0], [4997, 0.9323], [8631, 0.9323], [5295, 0.8827], [729, 0.8503], [1659, 0.8503], [3231, 0.8503], [6169, 0.8503], [9419, 0.8442]]","[[773, 1.0], [8704, 1.0], [4997, 0.9323], [8631, 0.9323], [5295, 0.8827], [729, 0.8503], [1659, 0.8503], [3231, 0.8503], [6169, 0.8503], [9419, 0.8442]]"
8837,"['Purple Eye Shadow', 'Headband', 'Hot Lipstick']",female,female 'purple eye shadow' 'headband' 'hot lipstick',"[[6206, 0.8643], [1379, 0.8536], [9023, 0.8419], [6868, 0.8364], [4247, 0.8281], [5955, 0.813], [7464, 0.7972], [2552, 0.7967], [5698, 0.7967], [167, 0.774]]","[[6206, 0.8643], [1379, 0.8536], [9023, 0.8419], [6868, 0.8364], [4247, 0.8281], [5955, 0.813], [7464, 0.7972], [2552, 0.7967], [5698, 0.7967], [167, 0.774]]"
8838,"['Knitted Cap', '3D Glasses', 'Mole']",male,male 'knitted cap' '3d glasses' 'mole',"[[5588, 1.0], [2027, 0.8987], [2082, 0.8987], [5240, 0.8987], [814, 0.8576], [3167, 0.8576], [7259, 0.8528], [6566, 0.8147], [3180, 0.7981], [6957, 0.789]]","[[5588, 1.0], [2027, 0.8987], [2082, 0.8987], [5240, 0.8987], [814, 0.8576], [3167, 0.8576], [7259, 0.8528], [6566, 0.8147], [3180, 0.7981], [6957, 0.789]]"
8839,"['Cigarette', 'Luxurious Beard', 'Classic Shades', 'Shaved Head']",male,male 'cigarette' 'luxurious beard' 'classic shades' 'shaved head',"[[6268, 0.943], [7384, 0.914], [3579, 0.8537], [2534, 0.8137], [4577, 0.8137], [6406, 0.8137], [1321, 0.7861], [7025, 0.7861], [8607, 0.7861], [9425, 0.7855]]","[[6268, 0.943], [7384, 0.914], [3579, 0.8537], [2534, 0.8137], [4577, 0.8137], [6406, 0.8137], [1321, 0.7861], [7025, 0.7861], [8607, 0.7861], [9425, 0.7855]]"
8840,"['Beanie', 'Frown', 'Mustache']",male,male 'beanie' 'frown' 'mustache',"[[9314, 0.8709], [344, 0.7115], [1903, 0.7115], [2964, 0.7115], [9497, 0.6794], [6472, 0.6684], [8562, 0.6684], [8146, 0.6344], [4068, 0.6272], [9703, 0.6185]]","[[9314, 0.8709], [344, 0.7115], [1903, 0.7115], [2964, 0.7115], [9497, 0.6794], [6472, 0.6684], [8562, 0.6684], [8146, 0.6344], [4068, 0.6272], [9703, 0.6185]]"
8841,"['Tassle Hat', 'Blue Eye Shadow', 'Black Lipstick']",female,female 'tassle hat' 'blue eye shadow' 'black lipstick',"[[6902, 1.0], [6047, 0.9707], [7432, 0.9707], [695, 0.8968], [6881, 0.8968], [7015, 0.8819], [3087, 0.8688], [2275, 0.8674], [8556, 0.8674], [4106, 0.8645]]","[[6902, 1.0], [6047, 0.9707], [7432, 0.9707], [695, 0.8968], [6881, 0.8968], [7015, 0.8819], [3087, 0.8688], [2275, 0.8674], [8556, 0.8674], [4106, 0.8645]]"
