punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
58,"['Normal Beard Black', 'Hoodie']",male,male 'normal beard black' 'hoodie',"[[364, 1.0], [772, 1.0], [1177, 0.8925], [7641, 0.8925], [9513, 0.8925], [9623, 0.8636], [6912, 0.8464], [6166, 0.8351], [9100, 0.8344], [6137, 0.8323]]","[[364, 1.0], [772, 1.0], [1177, 0.8925], [7641, 0.8925], [9513, 0.8925], [9623, 0.8636], [6912, 0.8464], [6166, 0.8351], [9100, 0.8344], [6137, 0.8323]]"
59,"['Muttonchops', 'Cowboy Hat']",male,male 'muttonchops' 'cowboy hat',"[[4442, 1.0], [8117, 1.0], [8452, 1.0], [7592, 0.9586], [7775, 0.834], [397, 0.8317], [943, 0.8317], [1221, 0.8317], [3256, 0.8317], [9883, 0.7892]]","[[4442, 1.0], [8117, 1.0], [8452, 1.0], [7592, 0.9586], [7775, 0.834], [397, 0.8317], [943, 0.8317], [1221, 0.8317], [3256, 0.8317], [9883, 0.7892]]"
60,"['Stringy Hair', 'Purple Lipstick']",female,female 'stringy hair' 'purple lipstick',"[[990, 1.0], [1071, 1.0], [6981, 1.0], [2001, 0.938], [3607, 0.938], [3828, 0.938], [4455, 0.938], [4046, 0.8667], [9215, 0.8667], [275, 0.8507]]","[[990, 1.0], [1071, 1.0], [6981, 1.0], [2001, 0.938], [3607, 0.938], [3828, 0.938], [4455, 0.938], [4046, 0.8667], [9215, 0.8667], [275, 0.8507]]"
61,['Dark Hair'],female,female 'dark hair',"[[26, 1.0], [245, 1.0], [5951, 1.0], [1273, 0.7949], [9013, 0.7949], [3338, 0.7602], [4195, 0.7602], [417, 0.7286], [3151, 0.7286], [5333, 0.7285]]","[[26, 1.0], [245, 1.0], [5951, 1.0], [1273, 0.7949], [9013, 0.7949], [3338, 0.7602], [4195, 0.7602], [417, 0.7286], [3151, 0.7286], [5333, 0.7285]]"
62,"['Hot Lipstick', 'Earring', 'Mohawk Dark', 'Clown Eyes Blue']",female,female 'hot lipstick' 'earring' 'mohawk dark' 'clown eyes blue',"[[5094, 0.966], [9331, 0.966], [3481, 0.8873], [9740, 0.8873], [9899, 0.8873], [9719, 0.8746], [3376, 0.8539], [9257, 0.8406], [9303, 0.8356], [9713, 0.8356]]","[[5094, 0.966], [9331, 0.966], [3481, 0.8873], [9740, 0.8873], [9899, 0.8873], [9719, 0.8746], [3376, 0.8539], [9257, 0.8406], [9303, 0.8356], [9713, 0.8356]]"
63,"['Earring', 'Shaved Head', 'Small Shades']",male,male 'earring' 'shaved head' 'small shades',"[[6052, 1.0], [801, 0.9581], [3660, 0.9581], [4733, 0.9581], [5286, 0.904], [5188, 0.8847], [4731, 0.8757], [6917, 0.8687], [9914, 0.8591], [591, 0.8351]]","[[6052, 1.0], [801, 0.9581], [3660, 0.9581], [4733, 0.9581], [5286, 0.904], [5188, 0.8847], [4731, 0.8757], [6917, 0.8687], [9914, 0.8591], [591, 0.8351]]"
64,"['Straight Hair Blonde', 'Purple Lipstick']",female,female 'straight hair blonde' 'purple lipstick',"[[4568, 1.0], [3424, 0.9534], [8183, 0.9534], [5497, 0.8791], [333, 0.8699], [5431, 0.8699], [4719, 0.8627], [4922, 0.8627], [9544, 0.8627], [708, 0.8599]]","[[4568, 1.0], [3424, 0.9534], [8183, 0.9534], [5497, 0.8791], [333, 0.8699], [5431, 0.8699], [4719, 0.8627], [4922, 0.8627], [9544, 0.8627], [708, 0.8599]]"
65,"['Eye Mask', 'Headband']",female,female 'eye mask' 'headband',"[[942, 0.933], [3980, 0.933], [9898, 0.828], [6009, 0.7943], [3565, 0.7741], [9561, 0.7736], [7370, 0.7683], [9768, 0.7631], [4988, 0.7346], [2145, 0.6892]]","[[942, 0.933], [3980, 0.933], [9898, 0.828], [6009, 0.7943], [3565, 0.7741], [9561, 0.7736], [7370, 0.7683], [9768, 0.7631], [4988, 0.7346], [2145, 0.6892]]"
66,['Tassle Hat'],female,female 'tassle hat',"[[100, 1.0], [732, 1.0], [951, 1.0], [345, 0.9409], [357, 0.9409], [5743, 0.9409], [9491, 0.9409], [876, 0.8723], [4797, 0.8723], [5856, 0.8723]]","[[100, 1.0], [732, 1.0], [951, 1.0], [345, 0.9409], [357, 0.9409], [5743, 0.9409], [9491, 0.9409], [876, 0.8723], [4797, 0.8723], [5856, 0.8723]]"
67,"['Half Shaved', 'Purple Lipstick', '3D Glasses']",female,female 'half shaved' 'purple lipstick' '3d glasses',"[[9725, 0.8751], [3441, 0.8504], [831, 0.83], [1206, 0.83], [4118, 0.83], [5638, 0.83], [7082, 0.807], [8533, 0.807], [9571, 0.7671], [5913, 0.729]]","[[9725, 0.8751], [3441, 0.8504], [831, 0.83], [1206, 0.83], [4118, 0.83], [5638, 0.83], [7082, 0.807], [8533, 0.807], [9571, 0.7671], [5913, 0.729]]"
68,"['Nerd Glasses', 'Do-rag']",male,male 'nerd glasses' 'do rag',"[[2810, 1.0], [9505, 1.0], [4614, 0.9593], [5458, 0.878], [3226, 0.8759], [8281, 0.8747], [7100, 0.8726], [6849, 0.8699], [8501, 0.8695], [3566, 0.8693]]","[[2810, 1.0], [9505, 1.0], [4614, 0.9593], [5458, 0.878], [3226, 0.8759], [8281, 0.8747], [7100, 0.8726], [6849, 0.8699], [8501, 0.8695], [3566, 0.8693]]"
69,"['Normal Beard Black', 'Fedora']",male,male 'normal beard black' 'fedora',"[[2416, 1.0], [2482, 1.0], [7766, 0.9551], [4665, 0.8985], [1722, 0.8466], [1558, 0.7661], [8593, 0.7661], [6542, 0.7594], [1991, 0.7426], [6024, 0.7426]]","[[2416, 1.0], [2482, 1.0], [7766, 0.9551], [4665, 0.8985], [1722, 0.8466], [1558, 0.7661], [8593, 0.7661], [6542, 0.7594], [1991, 0.7426], [6024, 0.7426]]"
70,"['Crazy Hair', 'Regular Shades', 'Earring', 'Cigarette']",female,female 'crazy hair' 'regular shades' 'earring' 'cigarette',"[[4339, 0.86], [9781, 0.86], [3752, 0.858], [3340, 0.8088], [204, 0.8048], [5215, 0.8048], [6672, 0.8048], [6736, 0.8048], [874, 0.7571], [1649, 0.7522]]","[[4339, 0.86], [9781, 0.86], [3752, 0.858], [3340, 0.8088], [204, 0.8048], [5215, 0.8048], [6672, 0.8048], [6736, 0.8048], [874, 0.7571], [1649, 0.7522]]"
71,"['Green Eye Shadow', 'Half Shaved', 'Purple Lipstick']",female,female 'green eye shadow' 'half shaved' 'purple lipstick',"[[1544, 0.971], [3770, 0.9461], [1715, 0.9032], [2217, 0.9032], [7101, 0.9032], [4073, 0.8936], [2390, 0.8924], [8880, 0.8924], [8345, 0.8839], [8418, 0.8755]]","[[1544, 0.971], [3770, 0.9461], [1715, 0.9032], [2217, 0.9032], [7101, 0.9032], [4073, 0.8936], [2390, 0.8924], [8880, 0.8924], [8345, 0.8839], [8418, 0.8755]]"
72,"['Fedora', 'Earring', 'Nerd Glasses', 'Normal Beard']",male,male 'fedora' 'earring' 'nerd glasses' 'normal beard',"[[8303, 0.9623], [1722, 0.8934], [4373, 0.8071], [7012, 0.8071], [9172, 0.7971], [4665, 0.7884], [8578, 0.7797], [9754, 0.7797], [3820, 0.7664], [7766, 0.7573]]","[[8303, 0.9623], [1722, 0.8934], [4373, 0.8071], [7012, 0.8071], [9172, 0.7971], [4665, 0.7884], [8578, 0.7797], [9754, 0.7797], [3820, 0.7664], [7766, 0.7573]]"
73,"['Black Lipstick', 'Bandana', 'Earring']",female,female 'black lipstick' 'bandana' 'earring',"[[9041, 1.0], [9269, 1.0], [118, 0.9326], [1616, 0.9326], [3788, 0.9326], [5829, 0.9326], [5139, 0.8212], [6257, 0.8212], [9163, 0.8071], [3126, 0.7957]]","[[9041, 1.0], [9269, 1.0], [118, 0.9326], [1616, 0.9326], [3788, 0.9326], [5829, 0.9326], [5139, 0.8212], [6257, 0.8212], [9163, 0.8071], [3126, 0.7957]]"
74,"['Shadow Beard', 'Earring', 'Mohawk Dark']",male,male 'shadow beard' 'earring' 'mohawk dark',"[[1137, 1.0], [4871, 1.0], [887, 0.9311], [2771, 0.9311], [6258, 0.9311], [4793, 0.8635], [4968, 0.8635], [5529, 0.812], [3352, 0.8115], [1948, 0.8091]]","[[1137, 1.0], [4871, 1.0], [887, 0.9311], [2771, 0.9311], [6258, 0.9311], [4793, 0.8635], [4968, 0.8635], [5529, 0.812], [3352, 0.8115], [1948, 0.8091]]"
75,"['Shadow Beard', 'Knitted Cap', 'Eye Patch']",male,male 'shadow beard' 'knitted cap' 'eye patch',"[[4039, 1.0], [594, 0.88], [1530, 0.88], [1933, 0.88], [3069, 0.88], [9322, 0.8665], [4959, 0.8364], [4974, 0.8364], [6857, 0.8364], [2785, 0.8361]]","[[4039, 1.0], [594, 0.88], [1530, 0.88], [1933, 0.88], [3069, 0.88], [9322, 0.8665], [4959, 0.8364], [4974, 0.8364], [6857, 0.8364], [2785, 0.8361]]"
76,"['Cigarette', 'Do-rag']",male,male 'cigarette' 'do rag',"[[4466, 1.0], [4475, 1.0], [2504, 0.9505], [4688, 0.9505], [6, 0.8906], [451, 0.8906], [651, 0.8906], [6930, 0.8906], [3033, 0.8799], [3245, 0.8578]]","[[4466, 1.0], [4475, 1.0], [2504, 0.9505], [4688, 0.9505], [6, 0.8906], [451, 0.8906], [651, 0.8906], [6930, 0.8906], [3033, 0.8799], [3245, 0.8578]]"
77,"['Stringy Hair', 'Handlebars']",male,male 'stringy hair' 'handlebars',"[[2604, 1.0], [2724, 1.0], [5311, 0.941], [2433, 0.813], [8379, 0.8024], [2656, 0.7296], [4226, 0.7296], [9062, 0.7296], [7921, 0.7244], [271, 0.72]]","[[2604, 1.0], [2724, 1.0], [5311, 0.941], [2433, 0.813], [8379, 0.8024], [2656, 0.7296], [4226, 0.7296], [9062, 0.7296], [7921, 0.7244], [271, 0.72]]"
78,"['Handlebars', 'Knitted Cap', 'Eye Patch']",male,male 'handlebars' 'knitted cap' 'eye patch',"[[6211, 1.0], [3454, 0.8773], [594, 0.8459], [1530, 0.8459], [1933, 0.8459], [3069, 0.8459], [111, 0.8196], [5482, 0.8196], [4959, 0.8041], [4974, 0.8041]]","[[6211, 1.0], [3454, 0.8773], [594, 0.8459], [1530, 0.8459], [1933, 0.8459], [3069, 0.8459], [111, 0.8196], [5482, 0.8196], [4959, 0.8041], [4974, 0.8041]]"
79,"['Normal Beard', 'Mohawk Dark']",male,male 'normal beard' 'mohawk dark',"[[515, 1.0], [2809, 1.0], [4017, 0.9393], [4758, 0.9393], [8817, 0.9393], [8285, 0.8915], [947, 0.8883], [1278, 0.8883], [5756, 0.8883], [9255, 0.8883]]","[[515, 1.0], [2809, 1.0], [4017, 0.9393], [4758, 0.9393], [8817, 0.9393], [8285, 0.8915], [947, 0.8883], [1278, 0.8883], [5756, 0.8883], [9255, 0.8883]]"
80,"['Wild Hair', 'Mustache']",male,male 'wild hair' 'mustache',"[[933, 1.0], [1349, 1.0], [6122, 0.9353], [8558, 0.9353], [472, 0.8011], [6355, 0.7843], [7235, 0.7539], [8371, 0.7539], [6922, 0.7519], [3396, 0.7292]]","[[933, 1.0], [1349, 1.0], [6122, 0.9353], [8558, 0.9353], [472, 0.8011], [6355, 0.7843], [7235, 0.7539], [8371, 0.7539], [6922, 0.7519], [3396, 0.7292]]"
81,"['Headband', 'Small Shades']",male,male 'headband' 'small shades',"[[2671, 1.0], [4844, 1.0], [846, 0.9416], [2323, 0.9416], [9855, 0.9416], [8481, 0.8954], [2859, 0.8308], [8192, 0.8231], [546, 0.8227], [3761, 0.8195]]","[[2671, 1.0], [4844, 1.0], [846, 0.9416], [2323, 0.9416], [9855, 0.9416], [8481, 0.8954], [2859, 0.8308], [8192, 0.8231], [546, 0.8227], [3761, 0.8195]]"
82,['Headband'],male,male 'headband',"[[57, 1.0], [107, 1.0], [190, 1.0], [373, 0.8805], [1215, 0.8805], [1440, 0.8805], [3327, 0.8805], [529, 0.8534], [614, 0.8534], [916, 0.8534]]","[[57, 1.0], [107, 1.0], [190, 1.0], [373, 0.8805], [1215, 0.8805], [1440, 0.8805], [3327, 0.8805], [529, 0.8534], [614, 0.8534], [916, 0.8534]]"
83,"['Vape', 'Shaved Head', 'Small Shades']",male,male 'vape' 'shaved head' 'small shades',"[[801, 0.8679], [3660, 0.8679], [4733, 0.8679], [63, 0.8315], [6052, 0.8315], [5188, 0.8014], [4119, 0.8], [6917, 0.7869], [9914, 0.7782], [591, 0.7565]]","[[801, 0.8679], [3660, 0.8679], [4733, 0.8679], [63, 0.8315], [6052, 0.8315], [5188, 0.8014], [4119, 0.8], [6917, 0.7869], [9914, 0.7782], [591, 0.7565]]"
84,"['Messy Hair', 'Big Shades', 'Earring']",male,male 'messy hair' 'big shades' 'earring',"[[8613, 1.0], [506, 0.94], [1686, 0.94], [7389, 0.94], [8833, 0.94], [5507, 0.8758], [6991, 0.8758], [9523, 0.8758], [5707, 0.8711], [4054, 0.8536]]","[[8613, 1.0], [506, 0.94], [1686, 0.94], [7389, 0.94], [8833, 0.94], [5507, 0.8758], [6991, 0.8758], [9523, 0.8758], [5707, 0.8711], [4054, 0.8536]]"
85,['Crazy Hair'],female,female 'crazy hair',"[[213, 1.0], [276, 1.0], [475, 1.0], [1065, 0.9034], [1205, 0.9034], [1332, 0.9034], [2514, 0.9034], [20, 0.8778], [327, 0.8778], [487, 0.8778]]","[[213, 1.0], [276, 1.0], [475, 1.0], [1065, 0.9034], [1205, 0.9034], [1332, 0.9034], [2514, 0.9034], [20, 0.8778], [327, 0.8778], [487, 0.8778]]"
86,"['Knitted Cap', 'Green Eye Shadow', 'Hot Lipstick', 'Earring']",female,female 'knitted cap' 'green eye shadow' 'hot lipstick' 'earring',"[[538, 0.9661], [2562, 0.9057], [7305, 0.8751], [8959, 0.8751], [8007, 0.8652], [9271, 0.8652], [7041, 0.8561], [6688, 0.8361], [9967, 0.8361], [1940, 0.8153]]","[[538, 0.9661], [2562, 0.9057], [7305, 0.8751], [8959, 0.8751], [8007, 0.8652], [9271, 0.8652], [7041, 0.8561], [6688, 0.8361], [9967, 0.8361], [1940, 0.8153]]"
87,"['Hoodie', 'Earring']",male,male 'hoodie' 'earring',"[[54, 0.8974], [148, 0.8974], [627, 0.8974], [154, 0.8082], [2311, 0.8082], [939, 0.7777], [2325, 0.7777], [294, 0.7682], [1484, 0.7615], [4047, 0.761]]","[[54, 0.8974], [148, 0.8974], [627, 0.8974], [154, 0.8082], [2311, 0.8082], [939, 0.7777], [2325, 0.7777], [294, 0.7682], [1484, 0.7615], [4047, 0.761]]"
88,"['Cap', 'Hot Lipstick']",female,female 'cap' 'hot lipstick',"[[4365, 1.0], [4514, 1.0], [3526, 0.9241], [4537, 0.9241], [6587, 0.9241], [9675, 0.8668], [140, 0.846], [226, 0.846], [6441, 0.846], [6769, 0.846]]","[[4365, 1.0], [4514, 1.0], [3526, 0.9241], [4537, 0.9241], [6587, 0.9241], [9675, 0.8668], [140, 0.846], [226, 0.846], [6441, 0.846], [6769, 0.846]]"
89,['Choker'],female,female 'choker',"[[8299, 0.8606], [385, 0.8459], [6432, 0.8229], [2201, 0.8205], [4236, 0.8155], [5890, 0.807], [7860, 0.758], [7076, 0.7561], [4358, 0.7445], [1967, 0.7414]]","[[8299, 0.8606], [385, 0.8459], [6432, 0.8229], [2201, 0.8205], [4236, 0.8155], [5890, 0.807], [7860, 0.758], [7076, 0.7561], [4358, 0.7445], [1967, 0.7414]]"
90,"['Hoodie', 'Eye Patch']",male,male 'hoodie' 'eye patch',"[[802, 1.0], [1219, 1.0], [1946, 1.0], [3298, 0.8403], [9092, 0.8403], [3619, 0.8368], [3764, 0.8334], [7217, 0.8051], [6926, 0.7799], [1447, 0.7733]]","[[802, 1.0], [1219, 1.0], [1946, 1.0], [3298, 0.8403], [9092, 0.8403], [3619, 0.8368], [3764, 0.8334], [7217, 0.8051], [6926, 0.7799], [1447, 0.7733]]"
91,"['Clown Nose', 'Straight Hair']",female,female 'clown nose' 'straight hair',"[[7354, 0.9543], [7528, 0.8819], [5895, 0.8147], [1318, 0.8082], [1744, 0.8064], [2816, 0.7984], [6365, 0.7829], [1102, 0.7761], [2475, 0.7369], [4782, 0.7366]]","[[7354, 0.9543], [7528, 0.8819], [5895, 0.8147], [1318, 0.8082], [1744, 0.8064], [2816, 0.7984], [6365, 0.7829], [1102, 0.7761], [2475, 0.7369], [4782, 0.7366]]"
92,"['Pink With Hat', 'Purple Lipstick', 'Nerd Glasses']",female,female 'pink with hat' 'purple lipstick' 'nerd glasses',"[[2244, 0.9268], [4347, 0.9268], [6727, 0.911], [2015, 0.9027], [537, 0.8996], [642, 0.8996], [1220, 0.8996], [6513, 0.8603], [6994, 0.8603], [6731, 0.8429]]","[[2244, 0.9268], [4347, 0.9268], [6727, 0.911], [2015, 0.9027], [537, 0.8996], [642, 0.8996], [1220, 0.8996], [6513, 0.8603], [6994, 0.8603], [6731, 0.8429]]"
93,['Bandana'],female,female 'bandana',"[[316, 1.0], [647, 1.0], [739, 1.0], [419, 0.8814], [1855, 0.8814], [2115, 0.8814], [2714, 0.8814], [216, 0.8429], [398, 0.8429], [742, 0.8429]]","[[316, 1.0], [647, 1.0], [739, 1.0], [419, 0.8814], [1855, 0.8814], [2115, 0.8814], [2714, 0.8814], [216, 0.8429], [398, 0.8429], [742, 0.8429]]"
94,"['Pink With Hat', 'Regular Shades', 'Earring']",female,female 'pink with hat' 'regular shades' 'earring',"[[6862, 0.9737], [9223, 0.9017], [2978, 0.8984], [394, 0.8933], [585, 0.8933], [1070, 0.8933], [1514, 0.8917], [4021, 0.8638], [1010, 0.859], [4214, 0.842]]","[[6862, 0.9737], [9223, 0.9017], [2978, 0.8984], [394, 0.8933], [585, 0.8933], [1070, 0.8933], [1514, 0.8917], [4021, 0.8638], [1010, 0.859], [4214, 0.842]]"
95,"['Earring', 'Mohawk']",male,male 'earring' 'mohawk',"[[146, 1.0], [2337, 1.0], [2511, 1.0], [1141, 0.8255], [2563, 0.8255], [3632, 0.8255], [113, 0.8075], [130, 0.8075], [181, 0.8075], [763, 0.8075]]","[[146, 1.0], [2337, 1.0], [2511, 1.0], [1141, 0.8255], [2563, 0.8255], [3632, 0.8255], [113, 0.8075], [130, 0.8075], [181, 0.8075], [763, 0.8075]]"
96,['Blonde Bob'],female,female 'blonde bob',"[[521, 1.0], [530, 1.0], [1355, 1.0], [815, 0.8971], [3187, 0.8971], [9514, 0.8971], [4349, 0.8756], [9470, 0.8549], [466, 0.8509], [1738, 0.8509]]","[[521, 1.0], [530, 1.0], [1355, 1.0], [815, 0.8971], [3187, 0.8971], [9514, 0.8971], [4349, 0.8756], [9470, 0.8549], [466, 0.8509], [1738, 0.8509]]"
97,['Wild Hair'],male,male 'wild hair',"[[145, 1.0], [699, 1.0], [978, 1.0], [1343, 0.8792], [1785, 0.8792], [3403, 0.8792], [4077, 0.8792], [2, 0.8516], [200, 0.8516], [566, 0.8516]]","[[145, 1.0], [699, 1.0], [978, 1.0], [1343, 0.8792], [1785, 0.8792], [3403, 0.8792], [4077, 0.8792], [2, 0.8516], [200, 0.8516], [566, 0.8516]]"
98,"['Black Lipstick', 'Welding Goggles', 'Dark Hair']",female,female 'black lipstick' 'welding goggles' 'dark hair',"[[5524, 1.0], [2218, 0.9066], [2725, 0.9066], [4500, 0.8923], [8461, 0.8847], [8697, 0.8814], [4677, 0.8773], [4638, 0.8703], [9325, 0.8691], [5719, 0.8524]]","[[5524, 1.0], [2218, 0.9066], [2725, 0.9066], [4500, 0.8923], [8461, 0.8847], [8697, 0.8814], [4677, 0.8773], [4638, 0.8703], [9325, 0.8691], [5719, 0.8524]]"
99,"['Cigarette', 'Hoodie']",male,male 'cigarette' 'hoodie',"[[512, 1.0], [6670, 1.0], [9951, 0.8307], [54, 0.8255], [148, 0.8255], [627, 0.8255], [9476, 0.8025], [3896, 0.7936], [9778, 0.7936], [7501, 0.788]]","[[512, 1.0], [6670, 1.0], [9951, 0.8307], [54, 0.8255], [148, 0.8255], [627, 0.8255], [9476, 0.8025], [3896, 0.7936], [9778, 0.7936], [7501, 0.788]]"
100,['Tassle Hat'],female,female 'tassle hat',"[[66, 1.0], [732, 1.0], [951, 1.0], [345, 0.9409], [357, 0.9409], [5743, 0.9409], [9491, 0.9409], [876, 0.8723], [4797, 0.8723], [5856, 0.8723]]","[[66, 1.0], [732, 1.0], [951, 1.0], [345, 0.9409], [357, 0.9409], [5743, 0.9409], [9491, 0.9409], [876, 0.8723], [4797, 0.8723], [5856, 0.8723]]"
101,"['Police Cap', 'Nerd Glasses']",male,male 'police cap' 'nerd glasses',"[[1887, 1.0], [8910, 1.0], [9294, 1.0], [2925, 0.9548], [9275, 0.8892], [3694, 0.8588], [4602, 0.8572], [8008, 0.8572], [9166, 0.8568], [4020, 0.8541]]","[[1887, 1.0], [8910, 1.0], [9294, 1.0], [2925, 0.9548], [9275, 0.8892], [3694, 0.8588], [4602, 0.8572], [8008, 0.8572], [9166, 0.8568], [4020, 0.8541]]"
102,"['Vampire Hair', 'Luxurious Beard']",male,male 'vampire hair' 'luxurious beard',"[[7525, 1.0], [7653, 1.0], [9865, 0.8529], [681, 0.7432], [1537, 0.7432], [2573, 0.7432], [3661, 0.7432], [3010, 0.7342], [3732, 0.7342], [8237, 0.7342]]","[[7525, 1.0], [7653, 1.0], [9865, 0.8529], [681, 0.7432], [1537, 0.7432], [2573, 0.7432], [3661, 0.7432], [3010, 0.7342], [3732, 0.7342], [8237, 0.7342]]"
103,"['Black Lipstick', 'Green Eye Shadow', 'Blonde Bob']",female,female 'black lipstick' 'green eye shadow' 'blonde bob',"[[6703, 0.9331], [184, 0.8968], [3582, 0.8968], [9431, 0.8968], [7520, 0.8816], [0, 0.8645], [4166, 0.8499], [4921, 0.8499], [8539, 0.8439], [7196, 0.8373]]","[[6703, 0.9331], [184, 0.8968], [3582, 0.8968], [9431, 0.8968], [7520, 0.8816], [0, 0.8645], [4166, 0.8499], [4921, 0.8499], [8539, 0.8439], [7196, 0.8373]]"
104,"['Normal Beard Black', 'Earring', 'Crazy Hair', 'Eye Patch']",male,male 'normal beard black' 'earring' 'crazy hair' 'eye patch',"[[2260, 0.8956], [3164, 0.8467], [9584, 0.8335], [3597, 0.8068], [4544, 0.8068], [9585, 0.8045], [8264, 0.7897], [8068, 0.7709], [9463, 0.7648], [3837, 0.7624]]","[[2260, 0.8956], [3164, 0.8467], [9584, 0.8335], [3597, 0.8068], [4544, 0.8068], [9585, 0.8045], [8264, 0.7897], [8068, 0.7709], [9463, 0.7648], [3837, 0.7624]]"
105,['Mohawk Thin'],male,male 'mohawk thin',"[[132, 1.0], [284, 1.0], [296, 1.0], [291, 0.9099], [644, 0.9099], [2522, 0.9099], [3070, 0.9099], [559, 0.8937], [670, 0.8937], [1591, 0.8937]]","[[132, 1.0], [284, 1.0], [296, 1.0], [291, 0.9099], [644, 0.9099], [2522, 0.9099], [3070, 0.9099], [559, 0.8937], [670, 0.8937], [1591, 0.8937]]"
106,['Straight Hair Blonde'],female,female 'straight hair blonde',"[[396, 1.0], [3697, 1.0], [579, 0.9349], [834, 0.8843], [7128, 0.8843], [5270, 0.8609], [7169, 0.8609], [7811, 0.8609], [64, 0.8339], [4568, 0.8339]]","[[396, 1.0], [3697, 1.0], [579, 0.9349], [834, 0.8843], [7128, 0.8843], [5270, 0.8609], [7169, 0.8609], [7811, 0.8609], [64, 0.8339], [4568, 0.8339]]"
107,['Headband'],male,male 'headband',"[[57, 1.0], [82, 1.0], [190, 1.0], [373, 0.8805], [1215, 0.8805], [1440, 0.8805], [3327, 0.8805], [529, 0.8534], [614, 0.8534], [916, 0.8534]]","[[57, 1.0], [82, 1.0], [190, 1.0], [373, 0.8805], [1215, 0.8805], [1440, 0.8805], [3327, 0.8805], [529, 0.8534], [614, 0.8534], [916, 0.8534]]"
108,"['Black Lipstick', 'Headband']",female,female 'black lipstick' 'headband',"[[2403, 1.0], [4088, 1.0], [7441, 1.0], [5243, 0.9347], [7474, 0.9347], [8115, 0.8205], [4368, 0.7652], [8376, 0.7584], [2104, 0.7491], [863, 0.747]]","[[2403, 1.0], [4088, 1.0], [7441, 1.0], [5243, 0.9347], [7474, 0.9347], [8115, 0.8205], [4368, 0.7652], [8376, 0.7584], [2104, 0.7491], [863, 0.747]]"
109,"['Handlebars', 'Fedora', 'Earring']",male,male 'handlebars' 'fedora' 'earring',"[[9538, 1.0], [2865, 0.9454], [3844, 0.9454], [1228, 0.7793], [2444, 0.7775], [2827, 0.7775], [4253, 0.7775], [7164, 0.7775], [4022, 0.7697], [4792, 0.7372]]","[[9538, 1.0], [2865, 0.9454], [3844, 0.9454], [1228, 0.7793], [2444, 0.7775], [2827, 0.7775], [4253, 0.7775], [7164, 0.7775], [4022, 0.7697], [4792, 0.7372]]"
110,"['Purple Lipstick', 'Earring', 'Mohawk Dark', 'Cigarette']",female,female 'purple lipstick' 'earring' 'mohawk dark' 'cigarette',"[[884, 0.8984], [2521, 0.8984], [5085, 0.8984], [3254, 0.8854], [313, 0.8411], [477, 0.8411], [4069, 0.8411], [6115, 0.8411], [2127, 0.8097], [8702, 0.7881]]","[[884, 0.8984], [2521, 0.8984], [5085, 0.8984], [3254, 0.8854], [313, 0.8411], [477, 0.8411], [4069, 0.8411], [6115, 0.8411], [2127, 0.8097], [8702, 0.7881]]"
111,"['Handlebars', 'Knitted Cap']",male,male 'handlebars' 'knitted cap',"[[5482, 1.0], [8106, 0.9475], [9070, 0.9053], [5035, 0.8301], [78, 0.8196], [6211, 0.8196], [1223, 0.8107], [7161, 0.8107], [47, 0.7593], [452, 0.7593]]","[[5482, 1.0], [8106, 0.9475], [9070, 0.9053], [5035, 0.8301], [78, 0.8196], [6211, 0.8196], [1223, 0.8107], [7161, 0.8107], [47, 0.7593], [452, 0.7593]]"
112,"['Bandana', 'Earring', 'Horned Rim Glasses', 'Big Beard']",male,male 'bandana' 'earring' 'horned rim glasses' 'big beard',"[[7575, 0.8714], [328, 0.8312], [3093, 0.8312], [7598, 0.8312], [9182, 0.8305], [995, 0.8292], [3421, 0.8213], [2786, 0.8041], [3874, 0.7883], [5540, 0.7883]]","[[7575, 0.8714], [328, 0.8312], [3093, 0.8312], [7598, 0.8312], [9182, 0.8305], [995, 0.8292], [3421, 0.8213], [2786, 0.8041], [3874, 0.7883], [5540, 0.7883]]"
113,['Mohawk'],male,male 'mohawk',"[[130, 1.0], [181, 1.0], [763, 1.0], [95, 0.8075], [146, 0.8075], [2337, 0.8075], [2511, 0.8075], [191, 0.7391], [215, 0.7391], [528, 0.7391]]","[[130, 1.0], [181, 1.0], [763, 1.0], [95, 0.8075], [146, 0.8075], [2337, 0.8075], [2511, 0.8075], [191, 0.7391], [215, 0.7391], [528, 0.7391]]"
114,['Red Mohawk'],female,female 'red mohawk',"[[36, 1.0], [277, 1.0], [1681, 1.0], [1454, 0.9342], [2008, 0.9342], [2517, 0.9342], [8347, 0.9342], [832, 0.8831], [7095, 0.8831], [9545, 0.8831]]","[[36, 1.0], [277, 1.0], [1681, 1.0], [1454, 0.9342], [2008, 0.9342], [2517, 0.9342], [8347, 0.9342], [832, 0.8831], [7095, 0.8831], [9545, 0.8831]]"
115,"['Half Shaved', 'Earring']",female,female 'half shaved' 'earring',"[[2176, 1.0], [43, 0.9447], [298, 0.9447], [488, 0.8905], [1752, 0.8626], [1951, 0.8571], [4190, 0.8516], [2370, 0.8506], [7306, 0.8506], [671, 0.8372]]","[[2176, 1.0], [43, 0.9447], [298, 0.9447], [488, 0.8905], [1752, 0.8626], [1951, 0.8571], [4190, 0.8516], [2370, 0.8506], [7306, 0.8506], [671, 0.8372]]"
